id,hasEnsData,name,type,length
ENSRNOG00000021025,True,Ppp2r5b,protein_coding,8146
ENSRNOG00000021026,True,Zfp687,protein_coding,10985
ENSRNOG00000021027,True,Dbp,protein_coding,5305
ENSRNOG00000021031,True,Grn,protein_coding,6137
ENSRNOG00000021032,True,Sphk2,protein_coding,7504
ENSRNOG00000021035,True,Rpl18,protein_coding,3340
ENSRNOG00000021041,True,Fam171a2,protein_coding,10046
ENSRNOG00000021042,True,Psmd4,protein_coding,9260
ENSRNOG00000021044,True,Gpatch8,protein_coding,79153
ENSRNOG00000021046,True,Sult2b1,protein_coding,61139
ENSRNOG00000021047,True,Lrrfip2,protein_coding,101752
ENSRNOG00000021048,True,Lmtk3,protein_coding,19695
ENSRNOG00000021050,True,Or10v1,protein_coding,19979
ENSRNOG00000021051,True,Cyth2,protein_coding,6840
ENSRNOG00000021052,True,Patl1,protein_coding,31742
ENSRNOG00000021053,True,Lsr,protein_coding,15521
ENSRNOG00000021054,True,Men1,protein_coding,5871
ENSRNOG00000021056,True,Kcnj14,protein_coding,202024
ENSRNOG00000021057,True,Osbp,protein_coding,30611
ENSRNOG00000021058,True,Grwd1,protein_coding,5940
ENSRNOG00000021061,True,Map4k2,protein_coding,15178
ENSRNOG00000021062,True,Fxyd5,protein_coding,10113
ENSRNOG00000021063,True,Grin2d,protein_coding,36428
ENSRNOG00000021067,True,Fxyd7,protein_coding,9276
ENSRNOG00000021068,True,Pip5k1a,protein_coding,43298
ENSRNOG00000021069,False,,,
ENSRNOG00000021070,False,,,
ENSRNOG00000021071,True,Or4d6,protein_coding,7993
ENSRNOG00000021074,False,,,
ENSRNOG00000021079,True,Fxyd1,protein_coding,4113
ENSRNOG00000021081,True,Vps72,protein_coding,11573
ENSRNOG00000021082,True,Kdelr1,protein_coding,11007
ENSRNOG00000021084,False,,,
ENSRNOG00000021085,True,Sf1,protein_coding,14312
ENSRNOG00000021086,True,Dtx4,protein_coding,32083
ENSRNOG00000021087,True,Lgi4,protein_coding,9800
ENSRNOG00000021088,True,Tmod4,protein_coding,4831
ENSRNOG00000021090,True,Pygm,protein_coding,14835
ENSRNOG00000021091,True,Trank1,protein_coding,78738
ENSRNOG00000021092,True,Scnm1,protein_coding,4487
ENSRNOG00000021093,True,Syngr4,protein_coding,11207
ENSRNOG00000021096,True,Tmem143,protein_coding,16053
ENSRNOG00000021097,True,Hpn,protein_coding,15724
ENSRNOG00000021098,True,Rasgrp2,protein_coding,15512
ENSRNOG00000021099,True,Lysmd1,protein_coding,5496
ENSRNOG00000021100,True,Tnfaip8l2,protein_coding,17382
ENSRNOG00000021101,True,Sema6c,protein_coding,9382
ENSRNOG00000021102,True,Scn1b,protein_coding,9822
ENSRNOG00000021103,True,Nrxn2,protein_coding,106544
ENSRNOG00000021104,True,Emp3,protein_coding,3336
ENSRNOG00000021105,True,Gabpb2,protein_coding,33750
ENSRNOG00000021106,True,Gramd1a,protein_coding,26335
ENSRNOG00000021108,True,Slc22a12,protein_coding,8507
ENSRNOG00000021109,True,Odad1,protein_coding,26101
ENSRNOG00000021110,True,Mllt11,lncRNA,1409
ENSRNOG00000021113,True,Uba2,protein_coding,27438
ENSRNOG00000021117,True,Rps6ka4,protein_coding,10955
ENSRNOG00000021118,True,Nomo1,protein_coding,50795
ENSRNOG00000021119,True,Pdcd2l,protein_coding,12262
ENSRNOG00000021120,True,Prune1,protein_coding,28758
ENSRNOG00000021125,True,Prdx5,protein_coding,14442
ENSRNOG00000021128,True,Kcnj11,protein_coding,3033
ENSRNOG00000021129,True,Garre1,protein_coding,77566
ENSRNOG00000021130,True,Abcc8,protein_coding,80863
ENSRNOG00000021131,True,Mindy1,protein_coding,12543
ENSRNOG00000021132,False,,,
ENSRNOG00000021133,True,Lsm14a,protein_coding,44448
ENSRNOG00000021137,True,Kctd15,protein_coding,14839
ENSRNOG00000021138,True,Cers2,protein_coding,42821
ENSRNOG00000021139,True,Esrra,protein_coding,10167
ENSRNOG00000021140,True,Kcnk4,protein_coding,11353
ENSRNOG00000021143,True,Setdb1,protein_coding,31768
ENSRNOG00000021144,True,Cebpg,protein_coding,10550
ENSRNOG00000021145,True,Gpr137,protein_coding,3446
ENSRNOG00000021147,True,Bad,protein_coding,11322
ENSRNOG00000021149,True,Ush1c,protein_coding,48364
ENSRNOG00000021150,True,Plcb3,protein_coding,15272
ENSRNOG00000021151,True,Ppp1r14b,protein_coding,4020
ENSRNOG00000021153,True,Fkbp2,protein_coding,2694
ENSRNOG00000021155,True,Ctsk,protein_coding,10981
ENSRNOG00000021156,True,Vegfb,protein_coding,5719
ENSRNOG00000021157,True,Ctss,protein_coding,28046
ENSRNOG00000021158,True,Nudt22,protein_coding,3478
ENSRNOG00000021160,True,Hormad1,protein_coding,35667
ENSRNOG00000021161,True,Fermt3,protein_coding,18103
ENSRNOG00000021164,True,Stip1,protein_coding,49544
ENSRNOG00000021166,True,Ecm1,protein_coding,5349
ENSRNOG00000021168,True,Anp32e,protein_coding,16445
ENSRNOG00000021170,True,Plekho1,protein_coding,8286
ENSRNOG00000021173,True,Vps45,protein_coding,60374
ENSRNOG00000021174,True,Macrod1,protein_coding,143550
ENSRNOG00000021175,True,Otub1,protein_coding,8268
ENSRNOG00000021176,True,Mtmr11,protein_coding,8618
ENSRNOG00000021177,False,,,
ENSRNOG00000021179,True,Naa40,protein_coding,17219
ENSRNOG00000021181,True,Sf3b4,protein_coding,5205
ENSRNOG00000021182,True,Sv2a,protein_coding,15380
ENSRNOG00000021183,False,,,
ENSRNOG00000021184,True,Mark2,protein_coding,64622
ENSRNOG00000021185,True,Bola1,protein_coding,23135
ENSRNOG00000021198,False,,,
ENSRNOG00000021199,True,Fcgr1a,protein_coding,8917
ENSRNOG00000021201,True,Txnip,protein_coding,3895
ENSRNOG00000021202,True,Rtn3,protein_coding,56600
ENSRNOG00000021203,True,Atl3,protein_coding,42386
ENSRNOG00000021206,True,Plaat3,protein_coding,34938
ENSRNOG00000021207,True,Lgals12,protein_coding,10694
ENSRNOG00000021209,True,Polr3gl,protein_coding,16604
ENSRNOG00000021213,True,Lix1l,protein_coding,25878
ENSRNOG00000021215,True,Rbm8a,protein_coding,2766
ENSRNOG00000021216,True,Pex11b,protein_coding,9491
ENSRNOG00000021217,True,Itga10,protein_coding,19303
ENSRNOG00000021218,True,Pias3,protein_coding,8909
ENSRNOG00000021220,True,Cpxm1,protein_coding,6798
ENSRNOG00000021221,True,Pced1a,protein_coding,6041
ENSRNOG00000021222,True,Vps16,protein_coding,23899
ENSRNOG00000021223,True,Ptpra,protein_coding,109545
ENSRNOG00000021224,True,Mrps26,protein_coding,1785
ENSRNOG00000021225,True,Oxt,protein_coding,840
ENSRNOG00000021229,True,Avp,protein_coding,1968
ENSRNOG00000021230,True,Ubox5,protein_coding,40630
ENSRNOG00000021231,True,Lzts3,protein_coding,8379
ENSRNOG00000021232,True,Ddrgk1,protein_coding,21027
ENSRNOG00000021233,True,Itpa,protein_coding,12150
ENSRNOG00000021234,True,Slc4a11,protein_coding,12451
ENSRNOG00000021237,True,Dnaaf9,protein_coding,131010
ENSRNOG00000021240,True,Atrn,protein_coding,134093
ENSRNOG00000021241,True,Gfra4,protein_coding,2927
ENSRNOG00000021242,True,Adam33,protein_coding,12432
ENSRNOG00000021243,True,Siglec1,protein_coding,18862
ENSRNOG00000021244,True,Hspa12b,protein_coding,18383
ENSRNOG00000021245,True,Adissp,protein_coding,16475
ENSRNOG00000021247,True,Spef1,protein_coding,3956
ENSRNOG00000021248,True,Cdc25b,protein_coding,10144
ENSRNOG00000021249,True,Ap5s1,protein_coding,3289
ENSRNOG00000021250,True,Rnf24,protein_coding,15731
ENSRNOG00000021255,True,Smox,protein_coding,33810
ENSRNOG00000021256,True,Adra1d,protein_coding,16008
ENSRNOG00000021259,True,Prnp,protein_coding,26452
ENSRNOG00000021261,True,Rassf2,protein_coding,34610
ENSRNOG00000021262,True,Slc23a2,protein_coding,157677
ENSRNOG00000021263,False,,,
ENSRNOG00000021264,True,Pcna,protein_coding,4185
ENSRNOG00000021265,True,Cds2,protein_coding,38541
ENSRNOG00000021266,True,Prokr2,protein_coding,8117
ENSRNOG00000021268,True,Shld1,protein_coding,70717
ENSRNOG00000021269,True,Chgb,protein_coding,13428
ENSRNOG00000021270,True,Trmt6,protein_coding,11648
ENSRNOG00000021272,True,Mcm8,protein_coding,30245
ENSRNOG00000021273,True,Crls1,protein_coding,18803
ENSRNOG00000021274,True,Fermt1,protein_coding,41994
ENSRNOG00000021276,False,,,
ENSRNOG00000021285,True,Celsr1,protein_coding,137559
ENSRNOG00000021287,True,Hexim2,protein_coding,5761
ENSRNOG00000021289,True,Rbbp5,protein_coding,26853
ENSRNOG00000021292,True,Rbbp4-ps2,protein_coding,1705
ENSRNOG00000021294,True,Mstn,protein_coding,6400
ENSRNOG00000021295,True,Rae1,protein_coding,14950
ENSRNOG00000021298,True,Dstyk,protein_coding,48003
ENSRNOG00000021303,True,Drc3,protein_coding,42015
ENSRNOG00000021312,True,Dnaaf5,protein_coding,39103
ENSRNOG00000021314,True,Fdft1,protein_coding,28141
ENSRNOG00000021316,True,Tmem98,protein_coding,10934
ENSRNOG00000021317,True,Cct2,protein_coding,14219
ENSRNOG00000021318,True,Epas1,protein_coding,80581
ENSRNOG00000021323,True,Car13,protein_coding,31142
ENSRNOG00000021324,True,C2h3orf33,protein_coding,23806
ENSRNOG00000021330,True,Sprtn,protein_coding,6998
ENSRNOG00000021334,True,Lag3,protein_coding,7737
ENSRNOG00000021338,True,Tmem132a,protein_coding,11681
ENSRNOG00000021347,True,Mthfd2l,protein_coding,80160
ENSRNOG00000021355,True,Car6,protein_coding,18539
ENSRNOG00000021357,True,AC118772.2,protein_coding,5248
ENSRNOG00000021359,True,Mtfr1,protein_coding,34279
ENSRNOG00000021365,True,Ybey,protein_coding,9476
ENSRNOG00000021370,True,Ccdc69,protein_coding,26596
ENSRNOG00000021379,True,Txnl4b,protein_coding,8369
ENSRNOG00000021380,True,Fads6,protein_coding,15200
ENSRNOG00000021381,True,Ccdc68,protein_coding,42223
ENSRNOG00000021384,True,Ankrd44,protein_coding,300761
ENSRNOG00000021390,True,Meis3,protein_coding,10767
ENSRNOG00000021392,True,Noc2l,protein_coding,11788
ENSRNOG00000021395,True,Rps8-ps17,protein_coding,700
ENSRNOG00000021399,True,Cfap298,protein_coding,9441
ENSRNOG00000021400,True,Magee2,protein_coding,2124
ENSRNOG00000021401,True,Lpar5,protein_coding,1154
ENSRNOG00000021402,True,Ankrd53,protein_coding,6062
ENSRNOG00000021403,True,Rhob,lncRNA,2560
ENSRNOG00000021405,True,Cyp2c7,protein_coding,56050
ENSRNOG00000021410,True,Negr1,protein_coding,732295
ENSRNOG00000021412,True,Slfn9,protein_coding,16277
ENSRNOG00000021420,True,Tirap,protein_coding,15707
ENSRNOG00000021424,True,Cd300lf,protein_coding,16098
ENSRNOG00000021433,True,Arhgef39,protein_coding,3600
ENSRNOG00000021434,True,Usp51,protein_coding,2958
ENSRNOG00000021437,True,Hspg2,protein_coding,101118
ENSRNOG00000021438,True,Tuba1c,protein_coding,7631
ENSRNOG00000021440,True,Pptc7,protein_coding,38362
ENSRNOG00000021441,True,Reln,protein_coding,426081
ENSRNOG00000021442,True,Hddc2,protein_coding,19905
ENSRNOG00000021447,True,Prr7,protein_coding,7267
ENSRNOG00000021452,False,,,
ENSRNOG00000021463,True,Ppara,protein_coding,62590
ENSRNOG00000021468,True,Grm8,protein_coding,924876
ENSRNOG00000021469,True,Ccdc14,protein_coding,35336
ENSRNOG00000021472,True,Ermn,protein_coding,7435
ENSRNOG00000021474,True,Siglec5,protein_coding,8375
ENSRNOG00000021475,True,Ldah,protein_coding,84563
ENSRNOG00000021478,True,Tpd52l1,protein_coding,118939
ENSRNOG00000021480,True,Rad9b,protein_coding,30348
ENSRNOG00000021484,True,Rhoq,protein_coding,1558
ENSRNOG00000021492,True,Rbbp4,protein_coding,36863
ENSRNOG00000021493,True,Prdm9,protein_coding,20073
ENSRNOG00000021497,True,Akt3,protein_coding,279617
ENSRNOG00000021507,True,Luzp2,protein_coding,383876
ENSRNOG00000021510,True,Tbc1d10c,protein_coding,87763
ENSRNOG00000021513,True,Rtn4rl2,protein_coding,16319
ENSRNOG00000021517,True,Tmem231,protein_coding,21192
ENSRNOG00000021521,True,Chst5,protein_coding,20563
ENSRNOG00000021525,True,Nbeal1,protein_coding,161394
ENSRNOG00000021526,False,,,
ENSRNOG00000021528,True,Tusc2,protein_coding,3218
ENSRNOG00000021533,False,,,
ENSRNOG00000021536,True,Plxdc1,protein_coding,59622
ENSRNOG00000021540,True,Rnf227,protein_coding,3063
ENSRNOG00000021548,True,Rassf1,protein_coding,11141
ENSRNOG00000021551,False,,,
ENSRNOG00000021552,False,,,
ENSRNOG00000021553,True,Nckap5,protein_coding,912476
ENSRNOG00000021555,True,Mis18a,protein_coding,13361
ENSRNOG00000021560,True,Cass4,protein_coding,38750
ENSRNOG00000021569,True,Tiam1,protein_coding,128553
ENSRNOG00000021573,True,Dpy19l3,protein_coding,67036
ENSRNOG00000021578,True,Wfikkn1,protein_coding,3485
ENSRNOG00000021579,True,Pals2,protein_coding,129334
ENSRNOG00000021581,True,Rapgef2,pseudogene,36734
ENSRNOG00000021584,True,AABR07028349.1,protein_coding,2771
ENSRNOG00000021589,True,Nexmif,protein_coding,24854
ENSRNOG00000021602,True,Zmynd10,protein_coding,4358
ENSRNOG00000021609,True,C5h1orf216,protein_coding,4692
ENSRNOG00000021611,True,Clip2,protein_coding,63805
ENSRNOG00000021614,True,Kmt2e,protein_coding,68394
ENSRNOG00000021615,True,Mettl26,protein_coding,11270
ENSRNOG00000021628,True,Wdr89,protein_coding,31723
ENSRNOG00000021637,True,Ddx46,protein_coding,43985
ENSRNOG00000021638,True,Eef1d,protein_coding,26869
ENSRNOG00000021644,True,Slc15a3,protein_coding,14792
ENSRNOG00000021660,True,Nprl2,protein_coding,3182
ENSRNOG00000021663,True,Vxn,protein_coding,25471
ENSRNOG00000021669,True,Mybl1,protein_coding,35249
ENSRNOG00000021670,True,Frem2,protein_coding,138001
ENSRNOG00000021671,False,,,
ENSRNOG00000021678,True,Alkbh3,protein_coding,32400
ENSRNOG00000021680,True,Setdb2,protein_coding,152518
ENSRNOG00000021681,True,Eea1,protein_coding,163935
ENSRNOG00000021682,True,Dcakd,protein_coding,22314
ENSRNOG00000021685,False,,,
ENSRNOG00000021688,True,Ndufa13-ps1,protein_coding,434
ENSRNOG00000021689,True,Rps6kb2,protein_coding,6813
ENSRNOG00000021691,True,Ccdc92,protein_coding,26653
ENSRNOG00000021693,True,Fam149a,protein_coding,57431
ENSRNOG00000021702,True,Mcmdc2,protein_coding,40199
ENSRNOG00000021705,False,,,
ENSRNOG00000021712,True,Rcbtb1,protein_coding,45716
ENSRNOG00000021713,True,Kif18b,protein_coding,19422
ENSRNOG00000021714,True,Cibar2,protein_coding,13918
ENSRNOG00000021718,True,Cspp1,protein_coding,116216
ENSRNOG00000021719,True,Slfn5,protein_coding,13100
ENSRNOG00000021724,True,Ptprcap,protein_coding,2175
ENSRNOG00000021725,True,Unc119b,protein_coding,12624
ENSRNOG00000021726,True,Tlr3,protein_coding,14506
ENSRNOG00000021729,True,Iqub,protein_coding,62067
ENSRNOG00000021731,True,N4bp3,protein_coding,7905
ENSRNOG00000021732,True,Hsf1,protein_coding,26955
ENSRNOG00000021735,True,Akr1c15,protein_coding,26568
ENSRNOG00000021745,True,Bhlhe22,protein_coding,3110
ENSRNOG00000021748,True,Las1l,protein_coding,21725
ENSRNOG00000021750,True,Id1,protein_coding,1152
ENSRNOG00000021752,True,Foxq1,pseudogene,548
ENSRNOG00000021758,True,Tnpo3,protein_coding,77432
ENSRNOG00000021763,True,Ffar4,protein_coding,18021
ENSRNOG00000021765,True,Gli4,protein_coding,5300
ENSRNOG00000021773,True,Bop1,protein_coding,23865
ENSRNOG00000021776,True,Cenpc,protein_coding,67332
ENSRNOG00000021780,False,,,
ENSRNOG00000021781,True,Camk1,protein_coding,10885
ENSRNOG00000021782,True,Zscan10,protein_coding,9973
ENSRNOG00000021787,True,Zfp217,protein_coding,20775
ENSRNOG00000021793,True,Tlcd5,protein_coding,7274
ENSRNOG00000021794,True,Znhit2,protein_coding,1498
ENSRNOG00000021795,True,Fam227a,protein_coding,42121
ENSRNOG00000021796,True,C10h16orf89,protein_coding,9098
ENSRNOG00000021800,True,Zfp541,protein_coding,36331
ENSRNOG00000021802,False,,,
ENSRNOG00000021805,True,Rft1,protein_coding,34032
ENSRNOG00000021808,True,Tecr,protein_coding,26553
ENSRNOG00000021812,True,Scx,protein_coding,2018
ENSRNOG00000021814,True,Tnfrsf25,protein_coding,4266
ENSRNOG00000021815,True,Lig3,protein_coding,80602
ENSRNOG00000021817,True,Irak2,protein_coding,56502
ENSRNOG00000021823,True,Synb,protein_coding,1869
ENSRNOG00000021824,True,Dnajb1,protein_coding,3741
ENSRNOG00000021828,True,Coro1b,protein_coding,5402
ENSRNOG00000021831,True,Kcnrg,protein_coding,5089
ENSRNOG00000021833,True,Myrfl,protein_coding,116257
ENSRNOG00000021839,True,Cep126,protein_coding,48958
ENSRNOG00000021840,True,Cped1,protein_coding,271855
ENSRNOG00000021847,True,Ska3,protein_coding,19185
ENSRNOG00000021855,True,Kcp,protein_coding,26911
ENSRNOG00000021856,True,Lat2,protein_coding,14069
ENSRNOG00000021866,True,Bola3,protein_coding,9447
ENSRNOG00000021871,True,Gcn1,protein_coding,61043
ENSRNOG00000021872,True,Zfp213,protein_coding,6913
ENSRNOG00000021881,True,Metap2,protein_coding,28826
ENSRNOG00000021882,True,Tmed9,protein_coding,4530
ENSRNOG00000021886,True,B4galt7,protein_coding,8638
ENSRNOG00000021887,True,Cyb561d2,protein_coding,2554
ENSRNOG00000021890,True,Nob1,protein_coding,24146
ENSRNOG00000021891,True,Zdhhc8,protein_coding,12591
ENSRNOG00000021892,True,Ccdc38,protein_coding,70643
ENSRNOG00000021898,True,C17h10orf67,protein_coding,102515
ENSRNOG00000021899,True,Tmem115,protein_coding,4644
ENSRNOG00000021900,False,,,
ENSRNOG00000021903,True,Atad5,protein_coding,47156
ENSRNOG00000021904,True,Tecpr2,protein_coding,102338
ENSRNOG00000021911,True,Camlg,protein_coding,10856
ENSRNOG00000021912,True,Gpr152,protein_coding,1559
ENSRNOG00000021916,True,Slc16a12,protein_coding,76234
ENSRNOG00000021918,True,Cep76,protein_coding,30194
ENSRNOG00000021919,True,Rhoj,protein_coding,82792
ENSRNOG00000021931,True,Uba6,protein_coding,63818
ENSRNOG00000021938,True,Lrrtm4,protein_coding,789948
ENSRNOG00000021945,True,Ccdc184,protein_coding,6282
ENSRNOG00000021954,True,Spg11,protein_coding,64776
ENSRNOG00000021960,True,Morf4l1-ps4,pseudogene,810
ENSRNOG00000021962,True,Fzd2,protein_coding,4008
ENSRNOG00000021966,True,Il17rd,protein_coding,64269
ENSRNOG00000021984,True,Rgs7,protein_coding,429609
ENSRNOG00000021986,False,,,
ENSRNOG00000022012,True,Tnfrsf18,protein_coding,3384
ENSRNOG00000022014,True,Rab35,protein_coding,24092
ENSRNOG00000022015,True,Cntrl,protein_coding,72277
ENSRNOG00000022021,True,Spag6,protein_coding,52417
ENSRNOG00000022030,True,Aunip,protein_coding,14164
ENSRNOG00000022039,True,Zbtb40,protein_coding,34738
ENSRNOG00000022043,True,Yipf2,protein_coding,4184
ENSRNOG00000022044,True,Cabp4,protein_coding,4500
ENSRNOG00000022054,True,Paqr7,protein_coding,11773
ENSRNOG00000022060,True,Magi1,protein_coding,604875
ENSRNOG00000022066,True,Fam117b,protein_coding,68234
ENSRNOG00000022067,True,Tlr5,protein_coding,22937
ENSRNOG00000022071,True,Itga2b,protein_coding,17632
ENSRNOG00000022082,False,,,
ENSRNOG00000022094,True,Lacc1,protein_coding,12362
ENSRNOG00000022099,True,Trim72,protein_coding,7894
ENSRNOG00000022101,True,Crabp2,protein_coding,4522
ENSRNOG00000022107,False,,,
ENSRNOG00000022116,True,Gjb6,protein_coding,10163
ENSRNOG00000022136,True,C11h3orf52,protein_coding,25614
ENSRNOG00000022141,True,Ctdspl2,protein_coding,51947
ENSRNOG00000022143,True,Dusp23,protein_coding,2194
ENSRNOG00000022144,True,AABR07072356.1,protein_coding,852
ENSRNOG00000022153,True,Tmem134,protein_coding,12147
ENSRNOG00000022155,True,C4h3orf20,protein_coding,37061
ENSRNOG00000022162,True,Pbx3,protein_coding,194098
ENSRNOG00000022164,True,Zscan2,protein_coding,15081
ENSRNOG00000022166,True,Ammecr1,protein_coding,104788
ENSRNOG00000022171,True,Dhx37,protein_coding,21943
ENSRNOG00000022173,True,Gatad2a,protein_coding,90009
ENSRNOG00000022176,True,Gpr75,protein_coding,9281
ENSRNOG00000022181,True,Smok,protein_coding,10919
ENSRNOG00000022182,True,Rint1,protein_coding,34781
ENSRNOG00000022189,True,Htatip2,protein_coding,19384
ENSRNOG00000022196,True,Bmpr2,protein_coding,111243
ENSRNOG00000022199,True,Zmynd12,protein_coding,32986
ENSRNOG00000022202,True,Trappc8,protein_coding,76230
ENSRNOG00000022218,True,Ifi44,protein_coding,17778
ENSRNOG00000022225,True,Lrrc19,protein_coding,10817
ENSRNOG00000022227,False,,,
ENSRNOG00000022229,True,Sdad1,protein_coding,29632
ENSRNOG00000022232,True,Bhlha9,protein_coding,692
ENSRNOG00000022234,True,mrpl24,protein_coding,6024
ENSRNOG00000022239,True,Trarg1,protein_coding,20387
ENSRNOG00000022242,True,Cxcl9,protein_coding,5527
ENSRNOG00000022245,True,Msantd4,protein_coding,10608
ENSRNOG00000022247,True,Nr2c2ap,protein_coding,2265
ENSRNOG00000022248,True,Fbxl16,protein_coding,11537
ENSRNOG00000022249,True,Mllt10,protein_coding,126789
ENSRNOG00000022251,True,AABR07039336.3,pseudogene,1407
ENSRNOG00000022252,False,,,
ENSRNOG00000022256,True,Cxcl10,protein_coding,2217
ENSRNOG00000022260,True,Senp1,protein_coding,55824
ENSRNOG00000022261,True,Cenpu,protein_coding,24529
ENSRNOG00000022267,True,AABR07039334.1,protein_coding,1531
ENSRNOG00000022268,True,Pnpla3,protein_coding,20539
ENSRNOG00000022273,True,Rfk,protein_coding,7613
ENSRNOG00000022274,True,Slc2a8,protein_coding,9539
ENSRNOG00000022283,True,Lhfpl5,protein_coding,10170
ENSRNOG00000022286,True,AABR07039316.1,protein_coding,34845
ENSRNOG00000022288,True,Pafah2,protein_coding,21445
ENSRNOG00000022289,True,Aip,protein_coding,11834
ENSRNOG00000022298,True,Cxcl11,protein_coding,2847
ENSRNOG00000022303,True,Pdf,protein_coding,3259
ENSRNOG00000022305,True,Abcc1,protein_coding,123302
ENSRNOG00000022307,True,Acap3,protein_coding,14700
ENSRNOG00000022309,True,Frem1,protein_coding,147005
ENSRNOG00000022312,True,Lrsam1,protein_coding,40787
ENSRNOG00000022320,True,Primpol,protein_coding,34239
ENSRNOG00000022321,True,Hapln3,protein_coding,33710
ENSRNOG00000022323,True,Tcea1,protein_coding,37291
ENSRNOG00000022325,True,Smc2,protein_coding,46231
ENSRNOG00000022326,False,,,
ENSRNOG00000022335,True,Rad21l1,protein_coding,28180
ENSRNOG00000022337,True,Slitrk6,protein_coding,7071
ENSRNOG00000022343,True,Alms1,protein_coding,100398
ENSRNOG00000022347,True,Atpsckmt,protein_coding,15299
ENSRNOG00000022354,True,Pusl1,protein_coding,3856
ENSRNOG00000022356,True,Zc2hc1a,protein_coding,37528
ENSRNOG00000022358,False,,,
ENSRNOG00000022368,True,Ddx49,protein_coding,8232
ENSRNOG00000022372,True,Kdm1a,protein_coding,55343
ENSRNOG00000022373,True,Dennd4b,protein_coding,26816
ENSRNOG00000022375,True,LOC102546674,protein_coding,455
ENSRNOG00000022382,True,AABR07070238.1,protein_coding,943
ENSRNOG00000022386,True,Opalin,protein_coding,17646
ENSRNOG00000022387,True,Or6n1,protein_coding,6283
ENSRNOG00000022391,True,Zfp711,protein_coding,31487
ENSRNOG00000022392,True,Hspb8,protein_coding,14653
ENSRNOG00000022393,True,Faap24,protein_coding,6078
ENSRNOG00000022395,True,Tnrc6c,protein_coding,109366
ENSRNOG00000022402,True,Luzp1,protein_coding,75471
ENSRNOG00000022405,True,Neurog1,protein_coding,1750
ENSRNOG00000022407,True,Ftl1l6,protein_coding,773
ENSRNOG00000022414,True,Zfp142,protein_coding,22629
ENSRNOG00000022417,True,Prickle3,protein_coding,10568
ENSRNOG00000022419,True,Dok7,protein_coding,32642
ENSRNOG00000022421,True,Crtc1,protein_coding,55131
ENSRNOG00000022426,True,C130050O18Rikl,protein_coding,12396
ENSRNOG00000022428,True,Flrt1,protein_coding,78383
ENSRNOG00000022429,True,Minar2,protein_coding,14544
ENSRNOG00000022431,True,Zfp867,protein_coding,9515
ENSRNOG00000022432,True,Tmem59l,protein_coding,3814
ENSRNOG00000022438,True,Jmjd4,protein_coding,5516
ENSRNOG00000022448,True,Htra2,protein_coding,3179
ENSRNOG00000022455,True,Cptp,protein_coding,4051
ENSRNOG00000022466,True,Chchd4-ps1,protein_coding,9149
ENSRNOG00000022472,True,Snap47,protein_coding,43206
ENSRNOG00000022476,True,Satl1,protein_coding,15801
ENSRNOG00000022482,True,Trappc11,protein_coding,46153
ENSRNOG00000022483,True,Trim50,protein_coding,16883
ENSRNOG00000022485,True,Chuk,protein_coding,35305
ENSRNOG00000022490,True,LOC100361008,protein_coding,440
ENSRNOG00000022491,True,Wdr76,protein_coding,34025
ENSRNOG00000022499,True,Sgo1,protein_coding,15682
ENSRNOG00000022500,True,Rwdd4,protein_coding,18399
ENSRNOG00000022502,False,,,
ENSRNOG00000022505,True,Slc17a4,protein_coding,11200
ENSRNOG00000022507,True,Twf1,protein_coding,11879
ENSRNOG00000022514,True,Tor2a,protein_coding,4085
ENSRNOG00000022523,True,Fkbp5,protein_coding,84458
ENSRNOG00000022524,True,Tango6,protein_coding,185004
ENSRNOG00000022533,True,Micall2,protein_coding,28789
ENSRNOG00000022536,True,Efcab5,protein_coding,115796
ENSRNOG00000022537,True,E2f8,protein_coding,18381
ENSRNOG00000022540,True,Trex1,protein_coding,2183
ENSRNOG00000022555,True,Msantd5,protein_coding,7685
ENSRNOG00000022565,True,Lrrc25,protein_coding,6781
ENSRNOG00000022567,True,Gpr62,protein_coding,1076
ENSRNOG00000022570,True,Pus7l,protein_coding,22826
ENSRNOG00000022572,False,,,
ENSRNOG00000022576,True,Nudt12,protein_coding,12679
ENSRNOG00000022582,True,Ccnq,protein_coding,1434
ENSRNOG00000022586,True,Cdk9,protein_coding,5942
ENSRNOG00000022593,True,Pdpr,protein_coding,44531
ENSRNOG00000022595,True,Snurf-ps2,protein_coding,212
ENSRNOG00000022597,True,Cenpj,protein_coding,59567
ENSRNOG00000022598,True,Trerf1,protein_coding,222903
ENSRNOG00000022599,False,,,
ENSRNOG00000022601,True,Spata31g1,protein_coding,4070
ENSRNOG00000022607,False,,,
ENSRNOG00000022609,True,Mrps10,protein_coding,9882
ENSRNOG00000022610,True,Agbl1,protein_coding,907668
ENSRNOG00000022615,True,Tp53i13,protein_coding,4621
ENSRNOG00000022619,True,Fth1,protein_coding,98321
ENSRNOG00000022622,True,Slc38a6,protein_coding,62263
ENSRNOG00000022623,True,Ttll12,protein_coding,19464
ENSRNOG00000022631,True,Fgf5,protein_coding,20663
ENSRNOG00000022632,True,Taf7l-ps1,protein_coding,1142
ENSRNOG00000022635,True,Dlg2,protein_coding,2048003
ENSRNOG00000022636,True,Alpk1,protein_coding,118332
ENSRNOG00000022637,False,,,
ENSRNOG00000022640,True,Siglec8,protein_coding,9639
ENSRNOG00000022652,False,,,
ENSRNOG00000022657,False,,,
